"Date","ABC ","ABM ","AGLD ","ASC ","AVN ","AVM ","BCB ","BOR ","BLVN ","CDN ","CIU ","CTH ","CNKS ","CFU ","CWR ","CLE ","CWP ","CZA ","DAY ","DATA ","DTC ","DES ","DCI ","EROS ","FPM ","GPK ","GOAL ","GPX ","GWP ","HAT ","HMY ","HSP ","HLO ","HGM ","INRE ","IAE ","JHD ","KAH ","MPE ","MPO ","MJW ","MAYG ","MML ","MLD ","NICL ","HAWK ","NUM ","ORA ","PDL ","PCI ","PHC ","PPN ","PTEC ","POL ","PMHL ","PURE ","PDX ","RAB ","RUS ","RCG ","RPT ","SOLA ","TNO ","RWS ","SBLM ","SQZ ","SBD ","SBT ","SEY ","SLV ","TRE ","TRC ","UEM ","VPP ","VGAS ","YNGA ","AMI ","ACHL ","CREO ","COP ","DBAY ","ELR ","FOGL ","FFY ","GKP ","HRCO ","KENZ ","LSP ","MAX ","OPG ","PLAA ","PVR ","SDIC ","TOT ","WCC "
"Jan-02",,62,,14,,12,197.5,,,10.6,,,,,,,,,45,,,15.15,,,,,,,137.5,,,,,,,,,,,,,,,,112.5,,40.18,,,1.5,,,,,,,32.5,,,,,,53.5,,,,,122.75,170,,,,,,,,11.75,,,,,,,,,,,,,,,,,3.31,
"Dec-01",,63.25,,15,,13.75,175,,,16.25,,,,,,,,,100,,,13.6,,,,,,,138.5,,,,,,,,,,,,,,,,105,,35.55,,,1.75,,,,,,,32.5,,,,,,70.5,,,,,132.5,200,,,,,,,,35,,,,,,,,,,,,,,,,,3.19,
"Nov-01",,60.6,,15,,12,180,,,26.9,,,,,,,,,90,,,18.55,,,,,,,131,,,,,,,,,,,,,,,,103,,38.53,,,1.75,,,,,,,35.5,,,,,,75.5,,,,,121,180,,,,,,,,39,,,,,,,,,,,,,,,,,3.91,
"Oct-01",,48.6,,15,,12.5,191,,,8.75,,,,,,,,,118,,,20.5,,,,,,,110.5,,,,,,,,,,,,,,,,107.5,,36.76,,,1.69,,,,,,,35,,,,,,71,,,,,165,160,,,,,,,,39,,,,,,,,,,,,,,,,,4.86,
"Sep-01",,44.7,,16,,11.5,185,,,11.25,,,,,,,,,127,,,12.25,,,,,,,118,,,,,,,,,,,,,,,,118,,36.88,,,1.72,,,,,,,39,,,,,,117,,,,,139,182.4,,,,,,,,40,,,,,,,,,,,,,,,,,5.29,
"Aug-01",,45.25,,19,,12,190,,,13.75,,,,,,,,,106,,,11,,,,,,,109.5,,,,,,,,,,,,,,,,115,,28.94,,,1.25,,,,,,,37.5,,,,,,110.5,,,,,102,200,,,,,,,,34,,,,,,,,,,,,,,,,,7.38,
"Jul-01",,40,,23.5,,14,155,,,30,,,,,,,,,104,,,9.75,,,,,,,60,,,,,,,,,,,,,,,,109.25,,27.95,,,1.5,,,,,,,37.5,,,,,,121.8,,,,,84,230,,,,,,,,43,,,,,,,,,,,,,,,,,7.98,
"Jun-01",,46.25,,,,17.5,210,,,37.5,,,,,,,,,120,,,15.5,,,,,,,106,,,,,,,,,,,,,,,,112,,37.5,,,,,,,,,,40,,,,,,137,,,,,102,220,,,,,,,,60,,,,,,,,,,,,,,,,,9.98,
"May-01",,42.5,,,,18.5,286,,,38.75,,,,,,,,,150,,,13.75,,,,,,,114,,,,,,,,,,,,,,,,115.4,,31.42,,,,,,,,,,47.5,,,,,,137,,,,,98.5,220,,,,,,,,60,,,,,,,,,,,,,,,,,5.77,
"Apr-01",,38.75,,,,15.5,272.5,,,80,,,,,,,,,170,,,16.8,,,,,,,174,,,,,,,,,,,,,,,,126,,33.94,,,,,,,,,,51,,,,,,146.5,,,,,113,260,,,,,,,,67,,,,,,,,,,,,,,,,,10.41,
"Mar-01",,34.75,,,,16,316,,,75,,,,,,,,,178,,,22,,,,,,,,,,,,,,,,,,,,,,,128,,32.91,,,,,,,,,,53.5,,,,,,151,,,,,133,260,,,,,,,,68.5,,,,,,,,,,,,,,,,,11.46,
"Feb-01",,34.25,,,,16,303,,,135,,,,,,,,,210,,,19.6,,,,,,,,,,,,,,,,,,,,,,,126,,27.28,,,,,,,,,,,,,,,,150,,,,,116.25,580,,,,,,,,65.5,,,,,,,,,,,,,,,,,,
"Jan-01",,30.5,,,,15,290,,,167.5,,,,,,,,,202,,,17.8,,,,,,,,,,,,,,,,,,,,,,,118,,24.06,,,,,,,,,,,,,,,,142,,,,,105,580,,,,,,,,59,,,,,,,,,,,,,,,,,,
"Dec-00",,29.2,,,,19,342,,,175,,,,,,,,,200,,,22,,,,,,,,,,,,,,,,,,,,,,,114,,30.59,,,,,,,,,,,,,,,,152.5,,,,,104,580,,,,,,,,78,,,,,,,,,,,,,,,,,,
"Nov-00",,28.2,,,,20,328,,,175,,,,,,,,,300,,,23.6,,,,,,,,,,,,,,,,,,,,,,,109.75,,29.77,,,,,,,,,,,,,,,,150,,,,,123.5,580,,,,,,,,88.5,,,,,,,,,,,,,,,,,,
"Oct-00",,28.2,,,,18.75,380,,,152.5,,,,,,,,,390,,,18.5,,,,,,,,,,,,,,,,,,,,,,,105.5,,31.42,,,,,,,,,,,,,,,,157.5,,,,,,580,,,,,,,,87.5,,,,,,,,,,,,,,,,,,
"Sep-00",,30,,,,19,434,,,,,,,,,,,,410,,,19,,,,,,,,,,,,,,,,,,,,,,,100,,31.42,,,,,,,,,,,,,,,,160,,,,,,580,,,,,,,,98,,,,,,,,,,,,,,,,,,
"Aug-00",,28,,,,16.5,423,,,,,,,,,,,,460,,,24.6,,,,,,,,,,,,,,,,,,,,,,,102.75,,33.24,,,,,,,,,,,,,,,,144.5,,,,,,580,,,,,,,,99,,,,,,,,,,,,,,,,,,
"Jul-00",,31,,,,16.5,377,,,,,,,,,,,,440,,,24.3,,,,,,,,,,,,,,,,,,,,,,,104,,34.89,,,,,,,,,,,,,,,,133,,,,,,580,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun-00",,36,,,,19,468,,,,,,,,,,,,440,,,26,,,,,,,,,,,,,,,,,,,,,,,112,,34.23,,,,,,,,,,,,,,,,120,,,,,,580,,,,,,,,,,,,,,,,,,,,,,,,,,
"May-00",,30.5,,,,22,494,,,,,,,,,,,,420,,,22.9,,,,,,,,,,,,,,,,,,,,,,,112,,27.28,,,,,,,,,,,,,,,,117,,,,,,580,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apr-00",,29.5,,,,21,465,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,115,,28.94,,,,,,,,,,,,,,,,117.5,,,,,,580,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mar-00",,26.5,,,,20,497,,,,,,,,,,,,,,,29.5,,,,,,,,,,,,,,,,,,,,,,,115,,27.28,,,,,,,,,,,,,,,,117.5,,,,,,580,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb-00",,30.5,,,,20.5,420,,,,,,,,,,,,,,,28.5,,,,,,,,,,,,,,,,,,,,,,,114,,37.21,,,,,,,,,,,,,,,,117.5,,,,,,580,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jan-00",,39,,,,25,425,,,,,,,,,,,,,,,29.5,,,,,,,,,,,,,,,,,,,,,,,117,,47.13,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec-99",,,,,,27,490,,,,,,,,,,,,,,,31.5,,,,,,,,,,,,,,,,,,,,,,,116,,31.17,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nov-99",,,,,,30,660,,,,,,,,,,,,,,,33.5,,,,,,,,,,,,,,,,,,,,,,,120,,32,,,,,,,,,,,,,,,,,,,,,,680,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct-99",,,,,,,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
