,"AEON","Asahi_Glass","ASAHI_KASEI","Astellas Pharma","BRIDGESTONE CORPORATION","CANON","Central Japan Railway Company","Chubu Electric Power","Chuo Mitsui Trust Holdings","Dai Nippon Printing ","DAIICHI SANKYO","DAIKIN INDUSTRIES","DAIWA HOUSE INDUSTRY","Daiwa Securities Group","DENSO CORPORATION","East Japan Railway Company","Eisai Co","FANUC","FUJIFILM Holdings Corporation","FUJITSU LIMITED","Hitachi","HONDA MOTOR","HOYA CORPORATION","INPEX CORPORATION","ITOCHU Corporation","JAPAN TOBACCO","JFE Holdings","Kao Corporation","KDDI CORPORATION","KEYENCE CORPORATION","Kirin Holdings","Kobe Steel","KOMATSU","KUBOTA CORPORATION","KYOCERA CORPORATION","Marubeni Corporation","Mitsubishi Chemical Holdings Corporation","Mitsubishi Corporation","Mitsubishi Electric Corporation","Mitsubishi Estate","Mitsubishi Heavy Industries","Mitsubishi UFJ Financial Group","MITSUI & CO","Mitsui Fudosan","Mitsui O.S.K.Lines","Mitsui Sumitomo Insurance Group Holdings","Mizuho Financial Group","MURATA MANUFACTURING COMPANY","NEC Corporation","NIDEC CORPORATION","NIKON CORPORATION","Nintendo","NIPPON OIL CORPORATION","NIPPON STEEL CORPORATION","NISSAN MOTOR ","NITTO DENKO CORPORATION","Nomura Holdings","NTT DATA CORPORATION","NTT DoCoMo","ORIX CORPORATION","Panasonic Corporation","Resona Holdings","RICOH COMPANY","ROHM COMPANY LIMITED","SECOM CO","Sekisui House","Seven & I Holdings Co","Sharp Corporation","Shin-Etsu Chemical Co","Shiseido Company","SMC CORPORATION","SOFTBANK CORP","Sompo Japan Insurance ","SONY CORPORATION","SUMITOMO CHEMICAL COMPANY","SUMITOMO CORPORATION (SUMITOMO SHOJI KAISHA)","Sumitomo Electric Industries","Sumitomo Metal Industries","Sumitomo Mitsui Financial Group","Sumitomo Realty & Development Co","SUZUKI MOTOR CORPORATION","T&D Holdings","Takeda Pharmaceutical Company Limited","TDK Corporation","The Bank of Yokohama","The Kansai Electric Power Company","The Sumitomo Trust and Banking Company","The Tokyo Electric Power Company","Tohoku Electric Power Company","Tokio Marine Holdings","Tokyo Electron Limited","TOKYO GAS","TOPPAN PRINTING CO","TORAY INDUSTRIES","TOSHIBA CORPORATION","TOYOTA MOTOR CORPORATION","West Japan Railway Company","Yahoo Japan Corporation","YAMADA DENKI "
Jun-05,1664.59090909091,1171.90909090909,531.727272727273,3804.54545454545,2128.40909090909,3931.21408681818,860454.545454545,2578.63636363636,1120.45454545455,192.409090909091,,2715.68181818182,1227.59090909091,682.863636363636,2506.81818181818,5546.81818181818,3677.72727272727,6812.72727272727,3492.72727272727,655.090909090909,2697.95454545455,630.181818181818,3135.45454545455,,549.272727272727,296545.454545455,2701.59090909091,2567.27272727273,506409.090909091,20641.6269690909,1064.81818181818,196.954545454545,578.454545454546,623.363636363636,8329.09090909091,368.818181818182,,1481.27272727273,589.227272727273,1179.68181818182,281.318181818182,4151.36363636364,1016.40909090909,1217.09090909091,671.636363636364,987.272727272727,513.227272727273,5671.81818181818,606.363636363636,5966.59090909091,1211.86363636364,11367.2727272727,746.318181818182,258.363636363636,1086.13636363636,6299.54545454546,1347.22727272727,4576.81818181818,163954.545454545,16069.0909090909,1661.86363636364,2074.54545454545,1743.77272727273,10375.4545454545,4711.81818181818,1094.95454545455,,1686.31818181818,4076.36363636364,1353.81818181818,11610.4545454545,1363.483485,1077.81818181818,3899.54545454545,510.909090909091,893.318181818182,1140.18181818182,186.772727272727,987.272727272727,4930.45454545455,1741.22727272727,5259.09090909091,722.636363636364,7762.27272727273,628.045454545455,2150.90909090909,661.545454545455,2577.5,2255.22727272727,2878.18181818182,5965.45454545455,417.272727272727,1127.09090909091,498.590909090909,439.409090909091,3897.27272727273,376181.818181818,55590.9090909091,6227.27272727273
May-05,1622.36842105263,1146.78947368421,517.947368421053,3898.42105263158,2072.63157894737,3820.35278736842,855315.789473684,2538.15789473684,1061,167.578947368421,,2629.21052631579,1183.36842105263,667.578947368421,2467.36842105263,5431.57894736842,3574.73684210526,6460,3418.42105263158,630.947368421053,2609.21052631579,562.631578947368,2915.65789473684,,520.631578947369,276842.105263158,2798.94736842105,2488.68421052632,494368.421052632,19548.0682847368,1039.68421052632,188.473684210526,570.789473684211,575.368421052632,7968.94736842105,338.947368421053,,1400.10526315789,575.842105263158,1171.57894736842,275.736842105263,4125.26315789474,952.842105263158,1207.57894736842,638.578947368421,966.368421052632,498.894736842105,5429.47368421053,584.157894736842,6057.1052631579,1136.26315789474,11795.2631578947,719.631578947368,256.894736842105,1060.15789473684,6166.84210526316,1342.73684210526,4407.89473684211,166263.157894737,15114.2105263158,1610.78947368421,2064.73684210526,1710.84210526316,10091.0526315789,4446.84210526316,1085.21052631579,,1662.68421052632,3917.36842105263,1299.57894736842,11158.4210526316,1311.57763578947,1014.78947368421,4015.26315789474,515.526315789474,846.263157894737,1104.63157894737,185.157894736842,966.368421052632,4979.47368421053,1731.94736842105,5131.05263157895,702.315789473684,7636.84210526316,610.315789473684,2106.84210526316,662.789473684211,2543.94736842105,2087.89473684211,2911.57894736842,5682.63157894737,427.105263157895,1111.47368421053,478.894736842105,442.315789473684,3881.05263157895,377842.105263158,55105.2631578947,5635.78947368421
Apr-05,1708.8,1166.4,524.9,3769,2012.6,3779.335223,874900,2506.25,1028.75,162.3,,2674,1213.4,688.8,2633.25,5545.5,3586.5,6606,3652.5,648.65,2678.5,493.65,2896.25,,526.45,256500,2919.75,2422.5,511100,20271.4916575,1051.7,187.85,562.3,561.35,7531,334.7,,1398.1,565.4,1203.4,280.7,4175,981.45,1216.5,675.1,976.9,497.45,5563,621.4,6419,1186.55,11905.5,763.9,264.45,1084.8,5852,1418.15,4534,173650,14243,1569.3,2036.5,1813.85,10387.5,4326,1121.7,,1629.5,3959,1386.35,11855,1433.1652335,1074.75,4116.5,539.75,886.8,1135.55,186.75,976.9,5179,1854.35,5265,726.5,7563,614.05,2096,677.05,2527.75,1982.15,3069,5930,427.9,1168.9,476.25,441.55,3966,419850,60562.5,5360.5
Mar-05,1777.09090909091,1172.95454545455,550.545454545455,3685.90909090909,2006.04545454545,3727.57762136364,923636.363636364,2557.5,1075.45454545455,173.590909090909,,2669.54545454545,1245.68181818182,725.818181818182,2655.90909090909,5698.18181818182,3686.36363636364,6863.18181818182,3881.36363636364,673.045454545455,2741.13636363636,518.545454545454,2861.59090909091,,555.590909090909,244272.727272727,3117.95454545455,2485.90909090909,534318.181818182,20661.9124713636,1075.63636363636,192,583.545454545455,580,7814.54545454546,347.727272727273,,1435,545.818181818182,1300.59090909091,290.181818181818,4700.90909090909,1035.18181818182,1293.13636363636,707.454545454546,980.454545454546,522.636363636364,5725.45454545455,658.363636363636,6492.27272727273,1260.68181818182,11562.7272727273,766.090909090909,282.181818181818,1106.40909090909,5709.09090909091,1520.54545454545,4698.63636363636,182090.909090909,14375,1567.27272727273,2197.27272727273,1902.72727272727,10540.9090909091,4406.36363636364,1169.77272727273,,1626.68181818182,4190.45454545455,1416.27272727273,12430,1480.150035,1105.86363636364,4215,550.5,938.5,1154.40909090909,197.954545454545,980.454545454546,5475.90909090909,1942.86363636364,5550.45454545455,690.454545454546,7569.09090909091,641,2115.68181818182,722.090909090909,2593.40909090909,1968.59090909091,3150.90909090909,6350.45454545455,424.363636363636,1165.13636363636,491.727272727273,460.727272727273,4050.45454545455,429136.363636364,64369.3181818182,5252.27272727273
Feb-05,1696,1129.84210526316,518.684210526316,3737.36842105263,2071.36842105263,3652.28252789474,876842.105263158,2468.15789473684,1090.10526315789,160.157894736842,,2744.21052631579,1181.78947368421,706.315789473684,2652.36842105263,5548.42105263158,3500.52631578947,6968.42105263158,3880,666.947368421053,2757.89473684211,501,2749.21052631579,,517.421052631579,216421.052631579,3007.63157894737,2436.57894736842,538631.578947368,20132.2354315789,1035.31578947368,177.947368421053,617.684210526316,561.368421052632,7592.63157894737,326.631578947368,,1334.63157894737,541.315789473684,1292.52631578947,280.473684210526,4424.73684210526,1003.26315789474,1300.36842105263,679.684210526316,915.578947368421,505.157894736842,5608.42105263158,637.263157894737,6175.78947368421,1325.63157894737,11757.8947368421,738.368421052632,271.947368421053,1117.47368421053,5523.15789473684,1411.57894736842,4433.68421052632,179736.842105263,13456.8421052632,1556.63157894737,2142.10526315789,1928.84210526316,9962.1052631579,4156.84210526316,1150.73684210526,,1632.52631578947,4155.26315789474,1459.52631578947,12270.5263157895,1545.43705105263,1059.89473684211,3930,549.21052631579,923.052631578947,1111.42105263158,167.052631578947,915.578947368421,5306.31578947368,1920.73684210526,5130,637.421052631579,7441.57894736842,636.578947368421,2038.15789473684,705.368421052632,2509.73684210526,1883.10526315789,2973.68421052632,6324.21052631579,420.526315789474,1106.57894736842,481.473684210526,435.052631578947,4096.84210526316,409368.421052632,67000,4945.78947368421
Jan-05,1758.26315789474,1128.42105263158,510.684210526316,3787.89473684211,2016.94736842105,3584.56319578947,833052.631578947,2439.73684210526,1051.42105263158,157.526315789474,,2876.05263157895,1186.94736842105,714,2714.73684210526,5730,3323.15789473684,6901.57894736842,3710,699.473684210526,2683.15789473684,508.21052631579,2770,,476.578947368421,219052.631578947,2863.94736842105,2553.68421052632,553105.263157895,19459.3340347368,1032.89473684211,160.210526315789,585.684210526316,533.263157894737,7766.84210526316,294.947368421053,,1286.63157894737,511,1257.36842105263,295.789473684211,4062.63157894737,938.684210526316,1267.26315789474,624.052631578947,905.473684210526,495.578947368421,5509.47368421053,603.894736842105,6072.1052631579,1316.31578947368,12106.3157894737,672.421052631579,251.789473684211,1117.57894736842,5553.15789473684,1423.21052631579,4406.84210526316,181421.052631579,13658.9473684211,1567.26315789474,2035.78947368421,1880.42105263158,9841.05263157895,4034.21052631579,1193.57894736842,,1618.36842105263,4135.26315789474,1443.84210526316,12025.7894736842,1647.54221210526,1030.26315789474,3929.47368421053,513.736842105263,881.578947368421,1099.15789473684,145.157894736842,905.473684210526,4891.57894736842,1851.21052631579,4844.73684210526,607.578947368421,7335.78947368421,638.368421052632,2058.68421052632,711.894736842105,2483.15789473684,1840.94736842105,2974.73684210526,6115.78947368421,422.947368421053,1098.63157894737,477.789473684211,431.842105263158,4096.31578947368,415105.263157895,62585.5263157895,4320.52631578947
Dec-04,1661.71428571429,1109.61904761905,507.047619047619,3848.57142857143,1964.7619047619,3554.92241238095,837190.476190476,2421.42857142857,911.809523809524,150.47619047619,,2815.95238095238,1109.14285714286,709.047619047619,2606.19047619048,5589.52380952381,3165.71428571429,6444.7619047619,3607.14285714286,681.190476190476,2588.09523809524,453.428571428572,2760.59523809524,,462.380952380952,211380.952380952,2857.14285714286,2535.95238095238,525476.190476191,18642.6640990476,989.142857142857,153.47619047619,588.142857142857,497.190476190476,7520.47619047619,279.428571428571,,1286.61904761905,491.952380952381,1165.04761904762,290,3740,880.666666666667,1196.09523809524,627.190476190476,885.904761904762,468.380952380952,5638.09523809524,621.904761904762,6089.28571428571,1225.42857142857,12470.9523809524,641.047619047619,250.333333333333,1095.19047619048,5460.95238095238,1432.42857142857,4578.57142857143,184761.904761905,13353.8095238095,1569.95238095238,1874.28571428571,1881.90476190476,10086.1904761905,4007.61904761905,1127.04761904762,,1645.47619047619,4041.90476190476,1443.09523809524,11370.9523809524,1628.72853,993,3877.14285714286,500.428571428571,858.714285714286,1069.66666666667,136.428571428571,885.904761904762,4566.19047619048,1875.52380952381,4808.57142857143,593.571428571429,7477.14285714286,622.142857142857,2034.90476190476,694,2482.61904761905,1825.2380952381,2945.71428571429,6006.19047619048,418.47619047619,1094.47619047619,464.904761904762,439.619047619048,3980.95238095238,410809.523809524,58702.380952381,4273.33333333333
Nov-04,1756.1,1062.35,488.6,3939,1926.05,3524.3350955,852750,2378.25,776.25,155.85,,2723.25,1124.5,684.9,2570.75,5611.5,3099.25,6564.5,3659,656.3,2588.5,468.1,2731.125,,468.65,193890,2841.25,2441,508700,19751.2436205,977.3,151,592.7,502.8,7431,279.25,,1246.2,501,1190.05,296.35,3612.5,914.95,1193.4,619.8,906.35,433.85,5184,577.6,6213.75,1069.65,12299.5,662.5,249.7,1120.55,5069.5,1379.1,4658.5,180900,12780,1526.8,1812.5,1905.5,10098,4023,1110.55,,1566.45,4099.5,1410.75,11567,1663.33167,986.6,3741,502.35,830.85,1058.75,132.45,906.35,4502,1881.15,4840,669.25,7401.5,643.5,1990.35,674.4,2431.5,1821.5,3018,5662.5,411.3,1050.55,478.5,435.45,4034,426700,60225,4188.5
Oct-04,1792.55,1010.95,472.2,3785.5,2009.95,3506.001753,871400,2322.5,722.95,164.65,,2643.5,1099.1,687,2605.75,5751.5,3155,6179.5,3692.5,670.55,2635.5,481.25,2820.875,,473.95,187460,2991,2496.25,528300,19550.4171345,959.95,157.75,581.55,507.8,7997.5,285.8,,1224.15,513.75,1185.15,307.5,3263,939.5,1164.2,652.25,912.2,421.3,5252,640.3,5647,1056.35,12650,708.2,255.85,1198.65,4889,1411.65,4477,189650,11652.5,1511.7,1720.5,2149,11028,3958.5,1092.85,,1509.95,4027.5,1388.25,10901,1677.4983225,947.6,3754.5,520.3,833.05,1010.55,134.5,912.2,4370,1878.95,4779.5,702.45,7585,633.15,1963.75,641.55,2378,1823.65,2899,5581.5,399.25,1067.55,501.55,417.2,4143.5,429350,62487.5,3825.5
Sep-04,1827.5,1050.45,501.65,3725,2114.25,3469.6684015,883400,2391,742.2,160.6,,2811,1132.3,711.35,2663.25,5914.5,3115,5966.5,3512,677.75,2716.5,510.25,2759.25,,465.15,179570,3020.25,2625.25,530300,18677.276463,972.85,156.6,594.3,529.15,7954,274.25,,1183.95,525.95,1230.45,309.25,3502.5,921.4,1208.7,652.7,961.45,434.3,5292.5,687.45,5487.75,1029.3,12212.5,688.1,254.35,1195,4807.5,1484.35,4579,202300,11486,1487.15,1719,2121,11039.5,4076.5,1088.8,,1517.4,3939,1415.45,10583,1606.8317265,989.5,3823,499.35,812.4,1007.3,130.75,961.45,4251.5,1822.05,4783,694,7535.5,617.75,1990.6,644,2471,1866.2,2913,5603,398.9,1101.1,517.35,406.1,4215,440900,65050,3753.5
Aug-04,1815.04545454545,998.5,486.181818181818,3754.54545454545,2020.31818181818,3453.63809045455,909636.363636364,2357.72727272727,733.409090909091,152.409090909091,,2816.13636363636,1104.09090909091,719.136363636364,2637.5,6157.72727272727,3112.72727272727,6036.81818181818,3324.09090909091,668.5,2637.5,507.318181818182,2658.18181818182,,430.636363636364,176454.545454545,2729.31818181818,2670.22727272727,539909.090909091,19111.198415,1022.63636363636,147.863636363636,571.818181818182,519.636363636364,7931.36363636364,247.727272727273,,1108.18181818182,525.318181818182,1216.81818181818,285.772727272727,3723.18181818182,877.090909090909,1192.5,612.954545454546,960.545454545455,419.772727272727,5365.90909090909,691.545454545455,5180.22727272727,1020.72727272727,12140.9090909091,687.045454545455,236,1160.77272727273,4756.36363636364,1505.40909090909,5199.09090909091,200181.818181818,11508.6363636364,1446.27272727273,1686.81818181818,2094.31818181818,11279.0909090909,4187.27272727273,1076.40909090909,,1532.5,3779.54545454545,1405.40909090909,10622.7272727273,1410.453135,1031.90909090909,3739.09090909091,469.5,776.772727272727,1006.81818181818,119.681818181818,960.545454545455,4249.09090909091,1830.22727272727,4856.81818181818,705.272727272727,7237.72727272727,617.636363636364,2008.72727272727,629.090909090909,2510,1848.54545454545,3107.27272727273,5595.90909090909,403.409090909091,1110.36363636364,509.136363636364,399.272727272727,4235.90909090909,454954.545454546,60576.7045454545,3842.27272727273
Jul-04,2014.52380952381,1081.90476190476,516.952380952381,3665.2380952381,2029.52380952381,3706.98598047619,890714.285714286,2324.7619047619,788.714285714286,159.428571428571,,2902.61904761905,1197.47619047619,750.285714285714,2608.80952380952,6034.76190476191,3209.52380952381,6397.61904761905,3369.04761904762,704.476190476191,2544.52380952381,550.095238095238,2814.88095238095,,440.619047619048,170180.952380952,2695.2380952381,2701.19047619048,593428.571428572,19667.851237619,1070.19047619048,155.47619047619,568.761904761905,541.095238095238,8653.33333333333,254.619047619048,,1038.66666666667,502.52380952381,1280.95238095238,288.571428571429,3697.61904761905,827.047619047619,1243.33333333333,584.761904761905,1003.42857142857,443.952380952381,5642.38095238095,715.428571428572,5102.61904761905,1145.61904761905,12292.380952381,673.809523809524,227.857142857143,1179.42857142857,5152.38095238095,1538.7619047619,5610.47619047619,187428.571428571,11957.1428571429,1484,1816.19047619048,2152.14285714286,12133.3333333333,4475.2380952381,1159.7619047619,,1646.09523809524,3810.95238095238,1358.04761904762,11374.7619047619,1412.37954,1110.71428571429,3983.80952380952,482.761904761905,781.238095238095,1068.33333333333,123.904761904762,1003.42857142857,4465.2380952381,1899.66666666667,5105.2380952381,711.238095238095,7758.57142857143,608.52380952381,2010.47619047619,693.761904761905,2478.09523809524,1823.33333333333,3224.7619047619,5530.47619047619,382.904761904762,1147.14285714286,532.857142857143,412.666666666667,4337.14285714286,438666.666666667,58375,3971.90476190476
Jun-04,2247.04545454545,1114.27272727273,558.227272727273,3591.81818181818,1967.22727272727,3772.12309818182,905500,2296.36363636364,779.5,160.954545454545,,2815.90909090909,1265.59090909091,788.818181818182,2479.54545454545,5878.18181818182,3091.36363636364,6368.63636363636,3429.54545454545,742.954545454546,2511.81818181818,552.818181818182,2871.70454545455,,482.5,169827.272727273,2501.81818181818,2597.04545454545,623818.181818182,21084.5271318182,1092.90909090909,158.863636363636,503,541.681818181818,8960.45454545455,263.409090909091,,1057.40909090909,541.909090909091,1344.90909090909,297.136363636364,3795.90909090909,850.090909090909,1258.54545454545,543.090909090909,1018.09090909091,463.363636363636,6123.63636363636,762.272727272727,5601.59090909091,1147.22727272727,12293.6363636364,669.954545454546,221.818181818182,1145.22727272727,5365.90909090909,1637.95454545455,5559.54545454545,199000,12200.9090909091,1528.18181818182,1899.54545454545,2218.18181818182,12954.0909090909,4550.45454545455,1200.09090909091,,1735.13636363636,3860.45454545455,1341.86363636364,12012.2727272727,1540.90755,1049.09090909091,4047.27272727273,511.318181818182,830.863636363636,1062,122.636363636364,1018.09090909091,4744.09090909091,1883.27272727273,5037.27272727273,673.863636363636,8289.09090909091,634.272727272727,1956.95454545455,727.136363636364,2442.95454545455,1808.90909090909,3130.90909090909,5969.09090909091,390.5,1255.18181818182,509.681818181818,451.5,4229.09090909091,427000,65289.7727272727,3934.54545454545
May-04,2238.05555555556,1148.83333333333,554.833333333333,3486.11111111111,1818.44444444444,3682.22406333333,879111.111111111,2280.55555555556,681.833333333333,153.333333333333,,2504.16666666667,1187.55555555556,756.111111111111,2262.22222222222,5664.44444444444,2795.83333333333,6297.22222222222,3313.88888888889,727.277777777778,2314.16666666667,551.888888888889,2794.86111111111,,444.944444444444,168833.333333333,2338.05555555556,2578.33333333333,616000,20403.5853483333,1055,148.388888888889,427.666666666667,483.666666666667,8703.88888888889,251.388888888889,,1039.05555555556,523.055555555556,1276.22222222222,289.055555555556,4328.33333333333,826.388888888889,1167.44444444444,483.833333333333,946.833333333333,460.722222222222,6593.33333333333,800.944444444444,5833.05555555556,1156.83333333333,10576.1111111111,602.555555555556,219,1150.27777777778,5925.55555555556,1669.5,5360.55555555556,199222.222222222,11112.2222222222,1504.94444444444,1955,2173.33333333333,13196.6666666667,4340,1113.05555555556,,1867.61111111111,4105,1300.33333333333,11797.2222222222,1379.62825,933.722222222222,4001.11111111111,501.166666666667,809.388888888889,1000.27777777778,120.833333333333,946.833333333333,4360.55555555556,1746.16666666667,4208.88888888889,630,7675.55555555556,581.166666666667,1915.66666666667,619.722222222222,2362.5,1775.38888888889,2888.88888888889,5959.44444444444,395.555555555556,1278.72222222222,494.777777777778,464.888888888889,3887.22222222222,422555.555555556,68361.1111111111,3504.44444444444
Apr-04,2425.2380952381,1207.28571428571,625.952380952381,3717.14285714286,1774.33333333333,3655.87484380952,925666.666666667,2295.71428571429,785.142857142857,182.52380952381,,2664.7619047619,1263.80952380952,871.714285714286,2361.90476190476,5622.38095238095,2847.14285714286,6804.28571428571,3468.09523809524,807.380952380952,2351.19047619048,665.857142857143,2732.2619047619,,489.571428571429,162228.571428571,2723.09523809524,2539.7619047619,632857.142857143,22402.9954295238,1106.80952380952,164.047619047619,483.52380952381,494.904761904762,9199.52380952381,295.047619047619,,1189.28571428571,613.952380952381,1401.71428571429,332.952380952381,4938.46153846154,962.095238095238,1276.33333333333,531.285714285714,1092.33333333333,502,7447.61904761905,885,5728.57142857143,1362.85714285714,10837.1428571429,629.952380952381,249.190476190476,1206.33333333333,6114.28571428572,1865.80952380952,5983.80952380952,229047.619047619,11841.9047619048,1616.95238095238,2067.61904761905,2195.47619047619,14248.5714285714,4700,1188,,1934.04761904762,4518.09523809524,1416.95238095238,13100.9523809524,1755.87126,1060.33333333333,4464.28571428571,502.333333333333,914.380952380953,994.095238095238,140,1092.33333333333,4681.42857142857,1731.80952380952,4538.09523809524,654.190476190476,7547.61904761905,641.428571428571,1950.14285714286,685.714285714286,2359.52380952381,1790.2380952381,3218.09523809524,7094.28571428571,400,1343.42857142857,489.333333333333,515.047619047619,3936.19047619048,420190.476190476,78511.9047619048,3906.19047619048
Mar-04,2178.69565217391,1063.73913043478,579.086956521739,3604.34782608696,1638.04347826087,3564.92931869565,939869.565217391,2317.60869565217,624.869565217391,175.173913043478,,2533.26086956522,1270.69565217391,813.217391304348,2344.34782608696,5390.4347826087,2842.39130434783,6598.69565217391,3288.69565217391,772.434782608696,2420.86956521739,621.826086956522,2560.32608695652,,436.521739130435,157052.173913043,2704.34782608696,2348.26086956522,570652.173913043,19704.2799017391,1066.82608695652,146.391304347826,451.478260869565,493.260869565217,8470.86956521739,269.739130434783,,1157.65217391304,570.347826086956,1379.04347826087,336.347826086956,,897.695652173913,1257.52173913043,532,1042.26086956522,401.695652173913,6270.4347826087,831.565217391304,5342.17391304348,1337.65217391304,10582.6086956522,589.478260869565,229.086956521739,1201.47826086957,5420.86956521739,1840.78260869565,5425.21739130435,228086.956521739,11404.347826087,1593.30434782609,1623.04347826087,2190.4347826087,12915.2173913043,4471.73913043478,1140.26086956522,,1837.39130434783,4313.47826086957,1332.34782608696,12497.8260869565,1465.79563565217,1041.95652173913,4400,458.434782608696,900.913043478261,940.652173913044,123,1042.26086956522,4905.21739130435,1665.47826086957,,644.434782608696,7799.5652173913,543.652173913044,1990.69565217391,648.434782608696,2401.73913043478,1835.52173913044,3111.30434782609,6774.78260869565,398.652173913043,1326,442.826086956522,461.434782608696,3843.04347826087,415434.782608696,68179.347826087,3851.30434782609
Feb-04,1810.26315789474,967.157894736842,528.578947368421,3543.15789473684,1563.78947368421,3450.87891842105,959526.315789474,2287.89473684211,503.947368421053,157.421052631579,,2395,1029.21052631579,696.105263157895,2175.26315789474,5201.57894736842,2818.68421052632,6543.68421052632,3226.84210526316,686.631578947369,2273.42105263158,625.157894736842,2516.31578947368,,362.210526315789,152431.578947368,2642.36842105263,2313.68421052632,584526.315789474,18173.1223826316,953.157894736842,127.157894736842,370.473684210526,441.421052631579,7576.31578947368,211.631578947368,,1039.78947368421,508.578947368421,1186.78947368421,311.473684210526,,813.052631578947,1090.26315789474,499.842105263158,905.526315789474,311.947368421053,5905.26315789474,780.684210526316,5125.78947368421,1420.89473684211,10093.1578947368,544.421052631579,211.473684210526,1130.47368421053,5359.47368421053,1670.78947368421,4909.47368421053,223842.105263158,9502.63157894737,1549.89473684211,1242.63157894737,2018.15789473684,12347.3684210526,4093.68421052632,1024.52631578947,,1799.52631578947,4182.63157894737,1259.89473684211,11805.2631578947,1325.96358631579,871.578947368421,4359.47368421053,412.684210526316,782,914.526315789474,101.947368421053,905.526315789474,4308.94736842105,1648.26315789474,,599.473684210526,7276.84210526316,454.315789473684,1951.26315789474,565.315789473684,2395.26315789474,1813.52631578947,2723.15789473684,6883.68421052632,404.263157894737,1216.52631578947,407,436.736842105263,3608.94736842105,409210.52631579,56365.1315789474,3318.94736842105
Jan-04,1804.47368421053,933.842105263158,558.736842105263,3330,1499.26315789474,3452.28242789474,982421.052631579,2235.78947368421,591.105263157895,152.052631578947,,2476.84210526316,1074.36842105263,745.105263157895,2087.10526315789,5211.57894736842,2812.36842105263,6648.94736842105,3431.05263157895,697.157894736842,2306.05263157895,663.894736842105,2565,,367.263157894737,150810.526315789,2798.68421052632,2219.73684210526,608473.684210526,19163.5532021053,906.473684210526,133.157894736842,299.052631578947,447.052631578947,7743.15789473684,211.263157894737,,1111.05263157895,491.157894736842,1138.15789473684,314.894736842105,,839.842105263158,1069.42105263158,525.631578947368,861.21052631579,322.684210526316,6244.73684210526,847.578947368421,5434.73684210526,1692.36842105263,10336.3157894737,572.894736842105,222.947368421053,1201.89473684211,5749.47368421053,1824.78947368421,5070,237684.210526316,9134.21052631579,1575.73684210526,1312.63157894737,2015.84210526316,13248.9473684211,4127.89473684211,1083,,1866.36842105263,4450.52631578947,1275.73684210526,12951.0526315789,1280.52503526316,857.631578947368,4150,436.105263157895,799.842105263158,961.473684210526,103.684210526316,861.21052631579,3851.05263157895,1589.73684210526,,471.526315789474,7824.21052631579,476.684210526316,1924.15789473684,612.21052631579,2350.26315789474,1797.15789473684,2801.05263157895,8071.57894736842,399.736842105263,1184.36842105263,430.526315789474,447.210526315789,3643.68421052632,421736.842105263,46628.2894736842,3385.78947368421
Dec-03,1720.71428571429,836.142857142857,550.047619047619,3256.66666666667,1434.28571428571,3276.19211428571,903809.523809524,2229.7619047619,535.285714285714,137.761904761905,,2370,1089.85714285714,685.714285714286,2083.09523809524,5034.28571428572,2907.38095238095,6276.19047619048,3355.2380952381,639.666666666667,2265.2380952381,561.285714285714,2374.88095238095,,339.809523809524,153714.285714286,2621.90476190476,2188.33333333333,591666.666666667,18896.894767619,905.52380952381,130.095238095238,270.904761904762,419.142857142857,6918.09523809524,187.761904761905,,1052.80952380952,434.333333333333,979.809523809524,293.571428571429,,784.380952380952,936.333333333333,473.761904761905,841.666666666667,289.904761904762,5831.90476190476,757.809523809524,5132.38095238095,1442.71428571429,9714.7619047619,537.238095238095,214.142857142857,1230.95238095238,5440.47619047619,1742.66666666667,5203.80952380952,233619.047619048,8325.71428571429,1484.52380952381,1277.61904761905,1975.71428571429,12170.4761904762,3890.47619047619,1074.52380952381,,1645,4115.2380952381,1260.19047619048,12828.0952380952,1187.2210352381,846.714285714286,3651.42857142857,417.904761904762,735.095238095238,912.714285714286,100.142857142857,841.666666666667,3412.38095238095,1561.04761904762,,448.285714285714,7280.95238095238,477.238095238095,1898.90476190476,585.857142857143,2332.14285714286,1786.80952380952,2553.33333333333,7948.57142857143,383.238095238095,1059.52380952381,440.809523809524,399.47619047619,3529.04761904762,413619.047619048,43258.9285714286,3360
