,"AAL.L","ABF.L","ADM.L","AGK.L","AMEC.L","ANTO.L","ARM.L","ATST.L","AU.L","AV.L","AZN.L","BA.L","BARC.L","BATS.L","BAY.L","BG.L","BLND.L","BLT.L","BNZL.L","BP.L","III.L","BSY.L","BT-A.L","BRBY.L","CNE.L","CPI.L","CCL.L","CNA.L","COB.L","CPG.L","DGE.L","ENRC.L","EXPN.L","FRES.L","GFS.L","GSK.L","HMSO.L","HSBA.L","IAP.L","IMT.L","ISAT.L","IHG.L","IPR.L","ITRK.L","ISYS.L","INVP.L","JMAT.L","KAZ.L","KGF.L","LAND.L","LGEN.L","LII.L","LLOY.L","LMI.L","LSE.L","EMG.L","MKS.L","MRW.L","NG.L","NXT.L","OML.L","PSON.L","PFC.L","PRU.L","RRS.L","RB.L","REL.L","REX.L","RIO.L","RR.L","RBS.L","RDSA.L","RSA.L","SAB.L","SGE.L","SBRY.L","SDR.L","SDRC.L","SSE.L","SGRO.L","SRP.L","SVT.L","SHP.L","SN.L","SMIN.L","STAN.L","SL.L","TSCO.L","TCG.L","TT.L","TLW.L","ULVR.L","UU.L","VED.L","VOD.L","WTB.L","WOS.L","WPP.L","XTA.L"
Oct-05,1658.59784809524,804.640266666667,426.6154,232.932814285714,337.775461904762,295.22398,111.03349047619,300.557857142857,266.235946666667,634.167714285714,2643.25652380952,329.551252380952,540.990853333333,1183.62501428571,299.837095238095,500.879095238095,754.976026190476,827.915876190476,562.303714285714,624.976190476191,477.840259180758,527.350904761905,213.337376190476,392.411738095238,1768.12537619048,379.926438095238,2824.83403809524,212.953300952381,153.590271428571,189.939095238095,826.316852380952,,,,149.210180952381,1445.46547619048,885.92989047619,778.262453333333,351.059433333333,1376.86253571429,297.442761904762,720.738948571429,231.294404761905,689.506861904762,129.284738095238,405.185684761905,1146.01762857143,556.534611764706,209.062747619048,1272.87402761905,107.31919047619,944.961095238095,224.984471836135,1227.308531047,555.217177142857,258.657600952381,396.679861904762,171.393595238095,,1328.76088571429,133.932595238095,637.803376190476,201.73100366392,487.977819047619,839.985385714286,1737.76723809524,523.534565714286,439.526929713762,1815.08901777314,,439.388822380952,1741.24633333333,95.6705571428571,1038.61904761905,218.886476190476,279.949380952381,877.222442857143,824.573680952381,993.83160952381,15.7134019288037,257.596442857143,,661.183547619048,468.930328571429,955.75255047619,1171.85126190476,,,,,,,,,,,,,
Sep-05,1580.89751,832.257545454545,406.202772727273,227.506027272727,351.250309090909,298.629889090909,116.300804545455,303.912353181818,287.466106818182,615.556459090909,2628.78181818182,333.080381818182,553.921762272727,1168.82642727273,287.824368181818,521.4684,749.682950909091,854.590745454545,564.427345454546,651.227272727273,472.959505487815,565.600181818182,221.3603,429.537322727273,1884.90033954545,370.805225,2890.45123636364,225.684060454545,151.16635,235.265604545454,819.298286363637,,,,153.094081818182,1382.42453636364,917.706436363636,782.412538636364,350.400527272727,1353.09250954545,331.557390909091,741.512969090909,241.245409090909,698.084163636363,133.859859090909,410.737100909091,1158.94956363636,,235.187895454545,1310.22350090909,111.526013636364,987.305768181818,233.992131162023,1189.90787000368,577.379256363636,273.821342727273,356.052054545454,180.531004545455,,1453.5082,138.243490909091,664.443463636364,,510.790286363636,825.005222727273,1756.74301818182,535.328314090909,454.467375003632,1734.15498591775,,450.628654545455,1813.31978181818,94.8490409090909,1035.15909090909,231.318240909091,281.967113636364,896.039522727273,833.868345454545,1016.88693636364,16.4052554031544,262.289395454545,,693.140154545455,508.516454545454,971.060645909091,1202.5951,,,,,,,,,,,,,
Aug-05,1476.97012136364,852.686368181818,385.133554545455,207.397909090909,353.973681818182,285.161806363636,119.911136363636,299.264748181818,253.040625,631.834436363636,2568.65365909091,320.36405,551.819766363636,1118.04636363636,286.841336363636,497.888813636364,708.531999545455,827.808509090909,525.132445454546,635.5,446.434687043099,559.348463636364,220.524354545455,427.514486363636,1693.42719636364,366.469346818182,2954.36199090909,214.557636818182,139.687181818182,246.328568181818,786.560759090909,,,,155.992440909091,1326.73596818182,868.870690909091,793.549827272727,318.416231818182,1300.85086590909,331.925031818182,758.717693636364,224.210881818182,729.988509090909,127.247804545455,381.852542727273,1122.81202727273,,253.810295454545,1273.41518590909,111.395404545455,971.837436363636,232.000834293363,1111.8119983923,558.995527272727,273.173458636364,357.721381818182,187.015086363636,,1534.71290909091,133.672163636364,680.967113636364,,522.351440909091,783.243477272727,1718.78399090909,532.741203636364,444.062477027268,1648.8737203404,,456.672493636364,1801.92801363636,92.5291636363636,990.636363636364,233.223659090909,282.485240909091,870.795718181818,796.389354545455,992.821681818182,16.5642083298918,250.035236363636,,665.451654545455,529.999754545455,941.069291363636,1190.93103636364,,,,,,,,,,,,,
Jul-05,1390.63935428571,842.630219047619,369.549133333333,198.774157142857,335.642933333333,252.76286,118.85539047619,294.658436190476,204.701839047619,634.196190476191,2368.26423809524,293.936433333333,548.504998095238,1077.31765714286,272.532804761905,468.021157142857,724.279356190476,763.049747619048,524.551190476191,625.190476190476,443.438809504975,531.610880952381,229.848095238095,417.209242857143,1419.12581571429,358.425627142857,3173.31822380952,203.582421428571,140.974324761905,243.383347619048,795.663185714286,,,,155.995652380952,1350.63,875.942961904762,797.777476666667,313.084447619048,1284.5212947619,323.377895238095,733.789283333333,208.628738095238,713.42299047619,116.837547619048,364.720064761905,1078.21745238095,,251.350123809524,1273.93029,115.1367,976.518323809524,240.515433778039,1046.336737047,499.793350476191,254.952275714286,358.302847619048,185.018195238095,,1539.35597142857,126.727919047619,668.14329047619,,520.925114285714,772.401119047619,1645.34866666667,542.922786190476,427.587054144762,1496.81291638046,,478.540293333333,1817.4753452381,85.6895095238095,926.880952380953,226.208676190476,281.705252380952,797.937804761905,726.003547619048,976.851852380952,16.3284775998663,248.516338095238,,629.108061904762,538.198495238095,966.496682857143,1086.48164285714,,,,,,,,,,,,,
Jun-05,1358.09460454545,797.81075,382.556527272727,186.841163636364,346.608254545455,240.741694545455,114.43805,282.749535909091,187.326588181818,616.317477272727,2288.50910454545,279.377286363636,522.868561363636,1076.45276363636,273.705545454545,444.052604545455,734.223266818182,696.5209,524.978988636364,576.318181818182,438.558132428442,525.287440909091,219.972731818182,406.027886363636,1345.54624,382.887363636364,3061.31595454545,202.263085909091,143.242098181818,224.104709090909,807.669018181818,,,,146.538886363636,1353.57721363636,913.906886363636,767.713080909091,295.170959090909,1317.47287636364,293.50775,713.667538181818,196.138490909091,740.337177272727,102.606004545455,344.536131818182,1037.62702272727,,251.259822727273,1303.362425,110.942872727273,976.406340909091,231.73032223627,1001.81084262382,488.495216818182,233.492115909091,347.148545454545,183.101027272727,,1472.56800909091,117.541927272727,662.258395454545,,489.797495454545,742.572609090909,1670.12999545455,542.332917272727,431.633544524309,1394.51586691331,,464.818821363636,1698.20283409091,81.1618409090909,846.954545454546,221.595363636364,285.23845,774.928677272727,703.592913636364,993.906577272727,16.2279628155508,260.601977272727,,601.610209090909,544.006136363636,934.425089545455,1027.28510454545,,,,,,,,,,,,,
May-05,1274.865936,763.0487,368.895785,189.24105,327.42632,223.664877,104.3245,272.128178,175.3983155,612.42838,2333.10482,263.91997,526.3394945,1031.99316,261.97766,413.68369,691.469967,649.184805,526.027569,543.525,420.282983188684,532.67923,205.483815,380.82188,1174.1404355,384.8322665,2895.48868,202.947601,136.2472865,230.056745,796.83855,,,,134.01755,1347.602545,871.426,750.5726285,268.457805,1297.3672835,,671.016851,186.815095,759.098655,115.473855,317.224296,943.41323,,259.430375,1254.1854115,109.179465,956.11305,228.385806660561,929.816889484175,467.9726095,202.644778,332.58835,191.277155,,1472.11359,123.41122,651.984245,,484.51438,655.9935,1712.23753,537.4920745,419.368251842735,1338.94583986644,,455.1355875,1579.38514772727,76.88769,823.5,208.857755,287.12039,718.790755,662.55681,954.816485,15.2485797589309,244.59799,,565.6598,539.095795,911.5250675,981.95206,,,,,,,,,,,,,
Apr-05,1257.68411571429,763.414890476191,359.529885714286,185.241514285714,322.101614285714,240.072952380952,99.6854666666667,271.279263333333,166.409621428571,617.799842857143,2222.58647142857,262.520133333333,537.248021428571,956.873576190476,257.354638095238,415.874747619048,669.566137619048,682.441323809524,532.930734285714,543.690476190476,423.955926365663,560.081576190476,201.671138095238,389.641452380952,1182.67087047619,380.527009047619,2793.40186666667,207.507160952381,137.540264761905,239.471361904762,778.021185714286,,,,137.217757142857,1240.98263809524,853.974547619048,728.254227619048,272.799857142857,1254.9906352381,,664.005396666667,184.388290476191,787.196957142857,136.039147619048,316.135450476191,965.099095238095,,275.833347619048,1189.76593190476,110.767304761905,946.796471428572,231.472892281622,919.958800654,459.832224761905,219.210384285714,348.370380952381,199.034690476191,,1556.8886047619,128.863647619048,636.218480952381,,496.400695238095,640.361238095238,1698.61574761905,536.032612380952,424.566970467138,1374.91673547611,,456.509271904762,1582.46835952381,79.0916047619047,812,202.615071428571,291.255228571429,717.525223809524,662.64450952381,917.872723809524,15.2125370531357,243.100871428571,,590.956842857143,523.373714285714,891.200202857143,955.568152380953,,,,,,,,,,,,,
Mar-05,1313.99861666667,758.87000952381,347.329271428571,172.134166666667,311.553719047619,263.232285714286,108.34299047619,278.804840952381,160.48477,659.567028571429,2138.79906666667,256.047761904762,544.333617142857,940.402304761905,271.059223809524,412.648023809524,692.340351428572,737.14730952381,526.329526190476,561.738095238095,439.893608929805,572.406495238095,203.280328571429,405.907585714286,1201.35157142857,372.546450476191,2988.97145238095,205.71893047619,136.851335238095,254.407747619048,747.588771428572,,,,138.025485714286,1254.79429047619,865.460538095238,738.061687142857,281.475528571429,1213.95066714286,,686.135511904762,180.326114285714,752.923823809524,158.621271428571,325.368958095238,1002.19527142857,,293.839952380952,1223.16176666667,117.122685714286,975.05609047619,241.940619939989,974.076173722333,485.316263809524,234.63056047619,344.882619047619,210.238452380952,,1560.48267619048,137.711019047619,633.240457142857,,494.655528571429,680.557142857143,1644.23452857143,546.343238095238,421.445248440162,1477.79698969143,,481.258033809524,1631.17334782609,81.8096047619048,849.952380952381,205.265276190476,292.438319047619,757.860157142857,695.508447619048,878.260209523809,15.6435372736531,244.6758,,585.804123809524,534.96720952381,872.667546190476,952.7796,,,,,,,,,,,,,
Feb-05,1349.8561505,766.00879,343.72594,161.392725,310.742145,260.992343,105.0155,280.350823,160.1979215,645.76016,2089.31451,252.254675,579.97461,961.66313,273.706985,387.32896,724.4160495,703.51552,473.215576,551.325,450.759700029261,580.107385,209.123855,387.78453,1162.334383,361.768771,3127.702565,216.318848,133.8806375,253.733175,745.54157,,,,139.61618,1236.604595,881.54771,778.3251325,285.382915,1241.15743,,718.823125,172.25735,716.54597,179.89233,311.153966,1026.111,,300.711915,1281.3638245,117.39176,995.17743,249.380932711165,958.529404578725,565.188853,231.5186275,363.3448,212.649265,,1576.79424,134.562095,643.4353,,470.363905,629.203165,1623.119335,519.163527,408.072297389415,1417.35993720492,,500.5576965,1599.238745,85.82658,827.175,206.075045,290.719055,772.927385,704.27365,908.68275,16.2247738981977,243.251135,,596.49833,544.583455,880.444122,988.733805,,,,,,,,,,,,,
Jan-05,1268.8914725,758.14968,338.594035,159.720035,310.113085,226.332503,105.778295,273.9375,142.9927645,627.2437,1915.4895,238.07859,571.688488,913.5947,249.10288,361.17069,732.848845,622.21365,450.8202525,515.65,422.737386885887,555.55663,207.943795,401.30548,1116.3494205,361.3532635,3171.96061,209.5252755,131.0408495,241.84775,735.564715,,,,141.1248,1203.168585,855.23713,764.971967,279.66749,1224.379622,,704.580006,158.30938,715.344675,168.12932,315.22353,990.92471,,307.91828,1259.811132,114.600655,962.08192,235.931615438166,904.442488825225,581.1276655,228.918516,349.958785,206.078095,,1617.917965,127.981775,624.271635,,455.715065,572.525,1549.515405,491.540756,410.79812349317,1295.168329512,,488.5722905,1503.33379047619,84.46639,829.15,196.4265,273.2113,751.163905,686.1787,878.74094,16.4534550834042,248.35467,,608.02635,519.786005,858.3526185,946.295355,,,,,,,,,,,,,
Dec-04,1239.91709380952,745.679376190476,318.687133333333,154.393728571429,295.009157142857,218.992319047619,106.714666666667,268.180648095238,134.309015238095,617.576880952381,1994.83382380952,238.217333333333,551.228284761905,886.782361904762,228.768104761905,349.96729047619,712.046964761905,590.615676190476,441.813817142857,510.285714285714,416.396287855891,559.906976190476,203.14080952381,398.853880952381,1295.56387666667,355.396690952381,3061.0116047619,211.878170952381,130.506278095238,238.67740952381,735.6512,,,,132.294342857143,1175.7074,821.5321,766.849728095238,251.400919047619,1210.52968761905,,696.895863809524,153.162761904762,690.835904761905,157.366328571429,316.065741904762,981.065580952381,,303.293985714286,1218.69328238095,109.049823809524,918.582923809524,223.032401517867,864.994011756667,508.502048095238,238.206154761905,339.569776190476,212.724052380952,,1636.91004761905,132.224638095238,615.127809523809,,444.864704761905,611.414285714286,1549.70476190476,478.338767619048,402.221701296162,1223.81287268754,,474.930317142857,1470.09754130435,76.1335714285714,845.047619047619,198.225738095238,265.649233333333,731.49269047619,667.3381,844.246761904762,15.7114976615056,233.793266666667,,532.990119047619,535.756290476191,817.085084285714,970.209647619048,,,,,,,,,,,,,
Nov-04,1294.40172227273,720.885409090909,303.18285,153.920813636364,314.172359090909,217.059111818182,102.170804545455,267.237992727273,139.054388181818,571.682154545455,2239.90816818182,243.856236363636,543.524844545455,858.103218181818,221.7508,359.476722727273,648.929240454545,587.294463636364,448.707672727273,536.25,398.446275612467,540.804554545455,193.658804545455,404.061509090909,1512.24312090909,357.537201818182,2956.14921818182,216.923067272727,141.842411818182,238.761036363636,743.503859090909,,,,123.274559090909,1169.21023636364,769.679731818182,795.100321363636,250.376,1149.80802818182,,710.306644545455,155.321440909091,688.046186363636,151.813163636364,272.669120909091,1003.39835909091,,300.395686363636,1110.36899454545,105.781454545455,871.440886363637,212.69633283601,983.173397309727,386.434561818182,229.047969090909,346.868168181818,228.489613636364,,1659.67977727273,123.342309090909,621.925163636364,,417.851754545455,645.063227272727,1535.81184545455,502.769597727273,401.063867602768,1248.48806130589,,455.630521363636,1498.35257045455,76.1553136363637,838.204545454546,187.160808181818,266.571259090909,679.42395,613.477272727273,814.949545454545,14.3858252669033,221.742286363636,,529.054809090909,518.188909090909,793.732218181818,1011.64792727273,,,,,,,,,,,,,
Oct-04,1306.19686095238,685.665704761905,294.170242857143,146.275938095238,318.561628571429,217.404941904762,90.3209952380952,262.309747619048,158.971113333333,549.812447619048,2194.39989047619,235.028652380952,537.552714761905,812.218366666667,207.444747619048,367.544438095238,604.901831428572,581.474957142857,425.204827619048,541.904761904762,374.105023353788,496.256519047619,183.918490476191,380.119261904762,1488.92808333333,347.084048095238,2855.08798095238,214.518849047619,135.805093333333,220.633476190476,721.788,,,,116.56689047619,1161.4132,725.983585714286,776.955281904762,236.497476190476,1091.01148428571,,697.070583333333,154.453038095238,649.490952380952,129.538814285714,226.051283809524,967.296961904762,,310.441833333333,1055.03635857143,101.241480952381,835.360519047619,216.632914801676,1018.903397823,351.055085714286,216.344558571429,350.3884,202.412319047619,,1676.04715238095,115.144647619048,610.17280952381,,429.923251904762,580.087619047619,1428.00371904762,497.824356190476,384.541138509071,1221.07240641771,,453.508175714286,1465.12468571429,75.4136428571429,759.690476190476,173.04928952381,250.585019047619,643.882466666667,585.608380952381,803.720323809524,13.9503880213981,220.791552380952,,521.08759047619,488.851947619048,777.228224285714,980.051157142857,,,,,,,,,,,,,
Sep-04,1313.34472454545,647.345731818182,287.855,150.415031818182,311.768377272727,212.2367,85.7127363636364,256.44639,151.74534,548.8442,2421.88234090909,215.816290909091,518.228455454546,818.109672727273,219.4402,356.728704545455,626.459567272727,542.382172727273,428.433108636364,518.090909090909,367.269643102862,499.021140909091,182.480918181818,374.453845454545,1500.19129,323.778159090909,2747.75287272727,217.112041818182,136.738944090909,253.945795454545,688.9148,,,,117.264031818182,1170.7695,747.329690909091,767.647775,224.8718,1051.16993136364,,647.373196818182,140.566036363636,603.6289,127.260209090909,214.3761,935.500363636364,,296.074772727273,1081.81075136364,101.45215,844.363240909091,213.208611887314,1029.18920476909,357.084742272727,217.387177272727,348.239463636364,194.152268181818,,1561.38580454545,109.360668181818,620.289731818182,,440.767409545455,534.832872727273,1430.92902272727,511.630081818182,377.38618013425,1165.03470853931,,441.909127272727,1438.30931136364,73.96645,716.613636363636,167.547416363636,270.111127272727,642.544822727273,594.386072727273,750.698172727273,14.5122679527285,212.326963636364,,509.153777272727,498.883918181818,749.573786363636,957.152113636364,,,,,,,,,,,,,
Aug-04,1249.6679247619,617.416238095238,,151.133223809524,286.09099047619,198.225974285714,93.4265571428572,242.652714285714,131.220563809524,524.13490952381,2441.47564285714,205.678438095238,491.373472380952,827.8845,217.958195238095,342.412961904762,588.711007619048,516.469657142857,433.902042857143,496.571428571429,348.278358627605,490.425542857143,182.209476190476,361.802514285714,1425.31949952381,305.837308095238,2568.51939047619,213.678637619048,136.28653,315.517395238095,672.479457142857,,,,115.004052380952,1088.66137142857,719.623514285714,727.460564761905,215.211085714286,1035.82604952381,,597.01442,128.969338571429,556.152380952381,141.437385714286,196.328761904762,897.065885714286,,275.201985714286,1027.0478752381,95.8505761904762,806.418852380953,203.696347793798,989.331648843334,351.650863333333,217.791905238095,348.895342857143,176.441457142857,,1500.27946190476,102.026733333333,604.545080952381,,415.35365047619,474.7175,1446.8874,486.18933047619,376.166865722848,1150.05849245749,,423.670625238095,1374.37102272727,72.6572952380952,679.928571428571,163.413494285714,261.399804761905,575.378238095238,536.726576190476,729.404485714286,13.8951391072625,194.667266666667,,466.729728571429,493.245238095238,720.873640476191,932.452190476191,,,,,,,,,,,,,
Jul-04,1154.28216590909,617.654518181818,,159.583559090909,272.618181818182,194.720036363636,109.47065,243.489272727273,166.20275,547.367040909091,2392.70085454545,213.115040909091,443.850613636364,846.382081818182,246.976854545455,339.793090909091,589.072450909091,489.794818181818,449.88044,491.875,371.696491660724,611.792863636364,192.643313636364,391.577313636364,1391.29177227273,308.745125454545,2617.88013181818,211.967157272727,137.696667727273,334.538986363636,699.342022727273,,,,124.280345454545,1083.66236363636,706.565736363636,697.580816818182,235.263154545455,1036.56148409091,,606.048207727273,124.39198,562.549681818182,158.348486363636,211.831581818182,901.000086363636,,284.507327272727,1047.28721454545,95.1245045454546,782.834818181818,201.656149700639,922.367646564318,369.353750909091,233.506890454545,353.461195454545,186.873754545455,,1455.58711363636,101.966404545455,631.906181818182,,429.486474090909,478.947272727273,1503.94980454546,507.160278181818,385.469014453518,1123.75577489149,,431.258784090909,1394.58275454545,78.6063,703.272727272727,172.153026363636,264.317813181818,572.9711,528.4974,691.817640909091,13.9116215915001,211.3577,,460.519295454546,578.296,742.563520454546,879.531090909091,,,,,,,,,,,,,
Jun-04,1167.18799363636,635.623418181818,,158.389836363636,272.478395454545,182.513814545455,120.116286363636,251.037226818182,191.748701818182,555.987945454545,2553.42241363636,210.168731818182,469.586047727273,822.69435,261.275436363636,347.461745454545,564.224010909091,460.778345454545,465.963085,487.965909090909,388.493649700489,616.200495454545,190.192113636364,394.872927272727,1225.32212681818,313.77499,2539.26492272727,194.606987727273,138.015305909091,337.335590909091,737.209140909091,,,,120.656240909091,1146.96352727273,682.6211,711.522194545454,276.471045454545,1056.04206545455,,575.972476363636,126.954416363636,543.005909090909,158.272895454545,212.528456363636,895.352322727273,,293.204872727273,1057.51869636364,91.7295863636364,745.371363636364,215.45944185863,924.859596294773,368.013931363636,257.492022272727,360.693163636364,232.073363636364,,1426.76314090909,99.4543227272727,663.240072727273,,442.160362272727,475.340909090909,1529.9921,537.772859090909,394.500589012718,1073.97079006233,,459.989252272727,1402.35792727273,81.0653318181818,685.318181818182,181.244434545455,277.735080454545,608.648140909091,558.431363636364,688.078286363636,13.4871317791415,206.974972727273,,494.465709090909,585.790559090909,733.349180909091,899.950181818182,,,,,,,,,,,,,
May-04,1154.12801789474,623.742542105263,,154.630436842105,274.691168421053,180.515537894737,112.261394736842,256.606922105263,181.465431578947,524.775789473684,2623.39493157895,200.860978947368,484.969171052632,823.377289473684,258.006963157895,331.940005263158,530.26715,452.074968421053,474.809438947368,489.407894736842,387.30359494914,628.78942631579,177.0752,371.997568421053,1023.54714631579,299.915765263158,2395.78631578947,192.58364,130.948631578947,344.834215789474,743.685,,,,116.764515789474,1171.83026315789,653.578310526316,700.222162631579,272.788131578947,1078.84368157895,,536.942332105263,126.030973157895,527.545294736842,165.465452631579,194.65864,865.217231578948,,282.653105263158,989.428114210526,90.6546368421053,735.328547368421,209.462473860932,933.188830738132,365.828452105263,271.131026842105,287.546163157895,234.888784210526,,1388.99645263158,94.1107473684211,661.370166666667,,417.046995789474,473.176297368421,1458.85418947368,531.669486315789,392.513190150911,1043.17975243617,,464.081562631579,1377.09240714286,77.7486947368421,626.789473684211,171.412816842105,270.554984736842,609.554384210526,544.504036842105,684.065668421053,13.3166983211284,199.041052631579,,503.262884210526,574.090989473684,719.767220526316,869.83882631579,,,,,,,,,,,,,
Apr-04,1313.7613685,621.125445,,156.03265,307.332245,203.608876,123.84228,263.11898,213.75756,556.80695,2617.2183,213.1068,483.045972,836.540395,295.30513,337.930895,534.894868,491.034365,464.701583,485.4875,393.00123131162,682.172635,179.23925,375.69007,956.84634,309.3585615,2558.065295,202.1621655,134.602412,355.925585,751.90895,,,,122.74891,1130.57496,678.61538,717.669332,279.06456,1075.733451,,542.237581,131.931314,526.049375,189.166575,222.44211,896.833565,,285.60855,999.193136,95.758095,754.36199,209.082669849588,1048.82972165615,354.4975635,296.4407035,276.88628,248.33496,,1402.78886,102.18838,648.576585,,442.572636,542.32619,1411.91806,519.972388,401.044850679435,1097.06138668512,,473.7782915,1350.66161136364,84.83974,629.75,178.047885,274.8446745,674.4679,602.811425,684.43389,13.9983135551002,221.30062,,530.39805,570.95612,699.9419785,900.193855,,,,,,,,,,,,,
Mar-04,1363.14144782609,601.874039130435,,155.693565217391,294.50762173913,218.726035652174,118.434565217391,258.72087826087,223.150978695652,549.622486956522,2612.96613043478,196.677752173913,473.209476956522,815.001617391304,292.424882608696,320.05082173913,536.298343478261,497.414204347826,464.923751304348,445.902173913044,400.845753880571,708.249908695652,180.616995652174,346.423804347826,837.123109565217,297.688369565217,2483.51115217391,198.517042608696,125.269723913044,363.963608695652,727.916930434783,,,,117.48192173913,1089.6446173913,667.22117826087,725.342039565217,311.122991304348,1035.00576478261,,541.460676956522,122.32748173913,492.795982608696,189.029013043478,225.644217391304,895.652995652174,,295.007704347826,973.816965652174,97.875552173913,743.396608695652,211.829525721664,1121.01849994111,357.914292173913,273.391409130435,285.858873913043,250.054656521739,,1390.75790869565,96.7316217391304,609.149573913043,,453.374673478261,530.711739130435,1378.39360869565,487.269891304348,392.367473292317,1134.77400262268,,473.934386086957,1320.57021304348,92.0156695652174,598.108695652174,182.340884347826,286.476509565217,695.983326086957,625.588113043478,677.383160869565,13.8983154025832,214.22452173913,,541.806434782609,531.045960869565,669.342086956522,926.599869565218,,,,,,,,,,,,,
Feb-04,1311.1976395,583.076765,,152.3437,276.42635,239.324602,125.813645,257.6465,234.9053605,542.59455,2586.17573,173.456505,488.122014,796.2963,307.26695,290.54595,514.886539,473.396745,443.3147225,422.2375,412.946930355619,742.6156,177.521775,355.16236,687.539567,266.9101095,2513.479865,187.455729,121.571035,367.72955,723.02765,,,,119.0649,1147.85876,642.591275,746.5125175,320.324265,974.219988,,569.7349545,118.3855265,481.030415,229.6162,217.8618,927.997825,,293.625145,963.638425,100.91064,693.96865,227.7225993431,1101.57267306432,362.106329,260.3288055,282.148925,232.34697,,1348.180505,93.245295,606.107345,,479.127527,580.521125,1365.84485,486.487007,394.34679075391,1182.91336095384,,462.8936165,1284.16967,100.490045,556,196.222885,287.2476645,681.842325,617.99717,661.98653,13.3623536875122,190.15775,,550.5967,507.19171,664.895879,913.51189,,,,,,,,,,,,,
Jan-04,1259.97170666667,581.139042857143,,150.884457142857,273.483176190476,223.467828571429,133.544,265.376571428571,236.69554952381,509.359019047619,2611.636,167.079095238095,499.861968095238,759.269795238095,280.317157142857,281.263114285714,495.83934,469.798457142857,422.923012380952,440.607142857143,403.185323266712,747.247304761905,182.935019047619,371.874285714286,486.040669523809,243.754967619048,2374.67242380952,181.29418952381,116.742967619048,373.045804761905,714.368061904762,,,,103.290828571429,1222.60952857143,637.466776190476,757.621316666667,321.731961904762,952.408032380952,,583.908791904762,113.49558952381,478.2383,181.326861904762,222.983703809524,949.332290476191,,283.786576190476,911.715597142857,103.612847619048,674.013738095238,229.520819601111,1056.18255593683,352.668267142857,254.808470952381,276.579728571429,227.243271428571,,1265.91244761905,93.7922,629.610376190476,,471.973215714286,708.337166666667,1283.65718095238,475.201085238095,371.423885590957,1227.06286810309,,466.344062857143,1352.54306454545,93.5856666666667,555.214285714286,196.42327047619,290.216381428571,685.667004761905,615.345995238095,651.448319047619,13.3526436406737,180.216947619048,,533.531566666667,467.035290476191,654.482439047619,912.711219047619,,,,,,,,,,,,,
Dec-03,1240.4066935,570.74627,,147.98125,263.469985,198.123509,128.958145,263.99495,195.42084,473.103425,2632.799005,166.945655,479.615543333333,753.353315,229.535835,280.291195,471.378270952381,467.91928,432.170335714286,434,382.527654211509,682.27144,178.33152,371.942385,389.528044285714,242.940501,2171.456205,180.330923809524,116.829913809524,365.16955,729.1837,,,,91.779925,1279.33121,642.5739,764.11266,296.532185714286,949.095359,,573.150419047619,107.716865714286,470.459405,162.200085714286,221.030908,982.539305,,282.667845,890.228396,97.9159,672.32801,209.374605186249,1015.9177040095,337.45002,240.082796,278.280115,223.58818,,1111.25764,96.009165,627.507115,,445.824557619048,770.401619047619,1267.17029,469.161254,380.807719381655,1211.50056595824,,453.376068,1396.8314673913,83.90042,578.404761904762,177.256195,293.785066666667,643.328895,576.83105,660.37646,13.3558364566222,173.167385,,506.788115,464.247495,678.5540655,917.389361904762,,,,,,,,,,,,,
Nov-03,1277.1651965,571.12262,,149.86825,266.10649,197.363366,113.51998,267.1004485,196.070269,489.585515,2735.927085,177.406285,482.8696865,711.115825,225.540845,276.159655,446.8535135,451.63959,462.1155875,414.5625,393.158239257418,672.29342,179.4856,384.4215,398.534152,237.339672,2052.58335,168.238984,117.546436,349.04309,716.42848,,,,89.27952,1327.47339,620.396005,778.243253,276.497502,889.9416875,,568.9587495,107.9401005,500.39556,225.95914,198.247522,1019.957935,,280.058515,848.9452915,103.568795,647.21105,201.749385353846,992.295160344075,353.455633,238.9263595,279.33503,224.273915,,1140.437155,99.618585,658.716415,,450.669682,736.395085,1262.10349,472.488936,375.587647836625,1172.5355451084,,439.777345,1320.99921,87.204855,546.6,184.177655,292.7559495,710.263255,637.74994,633.929995,12.6980519360883,172.83425,,477.43641,461.38873,714.410717,937.15404,,,,,,,,,,,,,
Oct-03,1209.6683473913,544.912882608696,,160.814652173913,270.513443478261,183.736528695652,109.64707826087,270.209513043478,187.761511304348,493.329447826087,2735.78277391304,179.841573913044,491.990845652174,657.845947826087,188.318508695652,270.447369565217,431.442582173913,449.783221739131,457.892194347826,423.086956521739,396.589744981491,633.502895652174,185.228747826087,370.192326086956,381.425240434783,248.841692608696,1978.37224782609,166.304584782609,117.282836521739,352.071439130435,672.228256521739,,,,87.6975217391304,1275.32775652174,573.836726086957,743.662996086956,263.291992173913,852.113895652174,,537.63182173913,122.012520434783,516.28762173913,285.520743478261,178.625669565217,980.427426086956,,277.105817391304,812.26829,101.667765217391,645.815395652174,209.640003956609,947.848982412957,360.134669565217,233.013923043478,299.545417391304,220.788239130435,,1175.38027391304,100.7321,603.700739130435,,429.88381,679.933872727273,1248.03456521739,490.162773913044,316.12213516915,1159.3950230591,,449.145902608696,1354.70813043478,89.3289565217392,487.70652173913,180.351706086957,270.661905217391,751.061517391304,666.727826086956,612.358482608696,11.9630141643443,174.818256521739,,457.504052173913,441.876760869565,723.15725173913,926.0294,,,,,,,,,,,,,
